Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Direction	GO terms (biological process)	GO terms (molecular function)	Pathways of gene	Accession-2
RSAU_RS09605	RSAU_RS09605	1926779	1926952	RSAU_RS09605-MONOMER	-				RSAU_001797
RSAU_RS03170	RSAU_RS03170	669207	669557	RSAU_RS03170-MONOMER	+				RSAU_000620
RSAU_RS10185	RSAU_RS10185	2037867	2038193	RSAU_RS10185-MONOMER	-				RSAU_001906
RSAU_RS14570	RSAU_RS14570	1827227	1827403	RSAU_RS14570-MONOMER	+				
RSAU_RS11660	RSAU_RS11660	2310671	2311318	RSAU_RS11660-MONOMER	-				RSAU_002177
RSAU_RS12970	RSAU_RS12970	2573040	2573744	RSAU_RS12970-MONOMER	+				RSAU_002419
RSAU_RS13350	RSAU_RS13350	2648581	2651562	RSAU_RS13350-MONOMER	-				RSAU_002486
RSAU_RS02935	RSAU_RS02935	621680	622396	RSAU_RS02935-MONOMER	+				RSAU_000571
RSAU_RS09870	RSAU_RS09870	1979079	1979420	RSAU_RS09870-MONOMER	-				RSAU_001846
RSAU_RS11570	RSAU_RS11570	2291574	2292338	RSAU_RS11570-MONOMER	+				RSAU_002160
RSAU_RS02540	RSAU_RS02540	534570	538121	RSAU_RS02540-MONOMER	+				RSAU_000494
RSAU_RS00300	RSAU_RS00300	72095	72847	RSAU_RS00300-MONOMER	-				RSAU_000066
RSAU_RS00745	RSAU_RS00745	178388	179551	RSAU_RS00745-MONOMER	+		GO:0005215		RSAU_000151
RSAU_RS03655	RSAU_RS03655	761433	761831	RSAU_RS03655-MONOMER	+				RSAU_000705
RSAU_RS12785	RSAU_RS12785	2534585	2535865	RSAU_RS12785-MONOMER	-			PWY-5074	RSAU_002385
RSAU_RS00820	RSAU_RS00820	197102	197860	RSAU_RS00820-MONOMER	-				RSAU_000167
RSAU_RS09705	RSAU_RS09705	1947663	1948026	RSAU_RS09705-MONOMER	-				RSAU_001815
RSAU_RS06565	RSAU_RS06565	1339243	1340094	RSAU_RS06565-MONOMER	+				RSAU_001239
RSAU_RS06065	RSAU_RS06065	1238453	1240570	RSAU_RS06065-MONOMER	+				RSAU_001152
RSAU_RS09570	RSAU_RS09570	1917340	1919343	RSAU_RS09570-MONOMER	-				RSAU_001791
RSAU_RS10790	RSAU_RS10790	2158001	2158261	RSAU_RS10790-MONOMER	+				RSAU_002017
RSAU_RS09535	RSAU_RS09535	1909159	1910106	RSAU_RS09535-MONOMER	-			PWY-7817	RSAU_001785
RSAU_RS04765	RSAU_RS04765	983339	983515	RSAU_RS04765-MONOMER	+				RSAU_000915
RSAU_RS10870	RSAU_RS10870	2175563	2176432	RSAU_RS10870-MONOMER	-				RSAU_002032
RSAU_RS08575	RSAU_RS08575	1752774	1753196	RSAU_RS08575-MONOMER	-				RSAU_001609
RSAU_RS07315	RSAU_RS07315	1498315	1499334	RSAU_RS07315-MONOMER	-				RSAU_001375
RSAU_RS08785	RSAU_RS08785	1799105	1799560	RSAU_RS08785-MONOMER	-				RSAU_001650
RSAU_RS12045	RSAU_RS12045	2386212	2387462	RSAU_RS12045-MONOMER	+				RSAU_002249
RSAU_RS08990	RSAU_RS08990	1832734	1832807	RSAU_RS08990-tRNA	-			PWY0-1479 // PWY-6459 // TRNA-CHARGING-PWY	RSAU_001685
RSAU_RS00605	RSAU_RS00605	137245	137757	RSAU_RS00605-MONOMER	+				RSAU_000124
RSAU_RS06300	RSAU_RS06300	1291578	1291682	RSAU_RS06300-MONOMER	+				
RSAU_RS02270	RSAU_RS02270	485613	486185	RSAU_RS02270-MONOMER	+				RSAU_000441
RSAU_RS04030	RSAU_RS04030	838098	838667	RSAU_RS04030-MONOMER	-				RSAU_000772
RSAU_RS07415	RSAU_RS07415	1517124	1517588	RSAU_RS07415-MONOMER	-				RSAU_001394
RSAU_RS07375	RSAU_RS07375	1509928	1511607	RSAU_RS07375-MONOMER	-				RSAU_001386
RSAU_RS00535	RSAU_RS00535	123003	124082	RSAU_RS00535-MONOMER	+				RSAU_000110
RSAU_RS07215	RSAU_RS07215	1477823	1478755	RSAU_RS07215-MONOMER	-				RSAU_001356
RSAU_RS02515	RSAU_RS02515	531067	531489	RSAU_RS02515-MONOMER	+				RSAU_000489
RSAU_RS11240	RSAU_RS11240	2234164	2235375	RSAU_RS11240-MONOMER	+		GO:0005215		RSAU_002100
RSAU_RS10290	RSAU_RS10290	2059407	2059616	RSAU_RS10290-MONOMER	-				RSAU_001925
RSAU_RS13610	RSAU_RS13610	2710460	2711227	RSAU_RS13610-MONOMER	-				RSAU_002536
RSAU_RS05910	RSAU_RS05910	1204517	1204867	RSAU_RS05910-MONOMER	+				RSAU_001123
RSAU_RS09900	RSAU_RS09900	1983195	1984895	RSAU_RS09900-MONOMER	-				RSAU_001853
RSAU_RS04740	RSAU_RS04740	980769	980857	RSAU_RS04740-tRNA	-			PWY0-1479 // TRNA-CHARGING-PWY	RSAU_000910
RSAU_RS04075	RSAU_RS04075	843360	844076	RSAU_RS04075-MONOMER	+			ARO-PWY // PWY-6163	RSAU_000779
RSAU_RS13405	RSAU_RS13405	2667432	2674208	RSAU_RS13405-MONOMER	-				RSAU_002497
RSAU_RS12315	RSAU_RS12315	2439345	2440421	RSAU_RS12315-MONOMER	-				RSAU_002295
RSAU_RS05285	RSAU_RS05285	1082132	1083271	RSAU_RS05285-MONOMER	-				RSAU_001010
RSAU_RS01680	RSAU_RS01680	370893	371462	RSAU_RS01680-MONOMER	-				RSAU_000324
RSAU_RS04610	RSAU_RS04610	950791	951384	RSAU_RS04610-MONOMER	-				RSAU_000882
RSAU_RS06275	RSAU_RS06275	1288033	1288230	RSAU_RS06275-MONOMER	+				
RSAU_RS06005	RSAU_RS06005	1223837	1224718	RSAU_RS06005-MONOMER	+				RSAU_001139
RSAU_RS00660	RSAU_RS00660	154919	155950	RSAU_RS00660-MONOMER	-			ARGSYNBSUB-PWY	RSAU_000135
RSAU_RS00215	RSAU_RS00215	50782	51264	RSAU_RS00215-MONOMER	+				RSAU_000048
RSAU_RS08585	RSAU_RS08585	1753905	1755566	RSAU_RS08585-MONOMER	-				RSAU_001611
RSAU_RS10520	RSAU_RS10520	2098676	2099479	RSAU_RS10520-MONOMER	+			PANTOSYN-PWY // PANTO-PWY	RSAU_001968
RSAU_RS10070	RSAU_RS10070	2012807	2013469	RSAU_RS10070-MONOMER	-			PWY0-1587	RSAU_001884
RSAU_RS13715	RSAU_RS13715	2731134	2731853	RSAU_RS13715-MONOMER	-				RSAU_002558
RSAU_RS01685	RSAU_RS01685	371954	372709	RSAU_RS01685-MONOMER	+				RSAU_000325
RSAU_RS12695	RSAU_RS12695	2519064	2519555	RSAU_RS12695-MONOMER	+				RSAU_002370
RSAU_RS11385	RSAU_RS11385	2257851	2258198	RSAU_RS11385-MONOMER	-				RSAU_002128
RSAU_RS08590	RSAU_RS08590	1755973	1757241	RSAU_RS08590-MONOMER	+				RSAU_001612
RSAU_RS14520	RSAU_RS14520	481182	481679	RSAU_RS14520-MONOMER	+				RSAU_000436
RSAU_RS12205	RSAU_RS12205	2416207	2417616	RSAU_RS12205-MONOMER	+		GO:0005215		RSAU_002278
RSAU_RS11370	RSAU_RS11370	2255510	2256199	RSAU_RS11370-MONOMER	+				RSAU_002125
RSAU_RS04915	RSAU_RS04915	1010577	1011011	RSAU_RS04915-MONOMER	-				RSAU_000941
RSAU_RS02825	RSAU_RS02825	603366	603986	RSAU_RS02825-MONOMER	+				RSAU_000550
RSAU_RS11865	RSAU_RS11865	2348780	2349724	RSAU_RS11865-MONOMER	+		GO:0005215		RSAU_002214
RSAU_RS02185	RSAU_RS02185	472064	472312	RSAU_RS02185-MONOMER	+				RSAU_000425
RSAU_RS05845	RSAU_RS05845	1191519	1192505	RSAU_RS05845-MONOMER	+				RSAU_001111
RSAU_RS05290	RSAU_RS05290	1083398	1083955	RSAU_RS05290-MONOMER	+				RSAU_001011
RSAU_RS06745	RSAU_RS06745	1377870	1378859	RSAU_RS06745-MONOMER	+			HOMOSERSYN-PWY // PWY-2941	RSAU_001273
RSAU_RS10890	RSAU_RS10890	2180179	2181159	RSAU_RS10890-MONOMER	-			LACTOSECAT-PWY	RSAU_002036
RSAU_RS07160	RSAU_RS07160	1469319	1469435	RSAU_RS07160-MONOMER	-				
RSAU_RS02010	RSAU_RS02010	432800	434137	RSAU_RS02010-MONOMER	+		GO:0005215		RSAU_000391
RSAU_RS06545	RSAU_RS06545	1332640	1334631	RSAU_RS06545-MONOMER	+				RSAU_001236
RSAU_RS11655	RSAU_RS11655	2309541	2310440	RSAU_RS11655-MONOMER	-		GO:0005215		RSAU_002176
RSAU_RS12565	RSAU_RS12565	2486876	2490049	RSAU_RS12565-MONOMER	-				RSAU_002341
RSAU_RS00495	RSAU_RS00495	112799	115408	RSAU_RS00495-MONOMER	+			PWY0-1297 // PWY0-1298 // P122-PWY // FERMENTATION-PWY // PWY-7180 // PWY-5436 // PWY-5480 // ETOH-ACETYLCOA-ANA-PWY // PWY66-21	RSAU_000102
RSAU_RS11015	RSAU_RS11015	2203214	2204023	RSAU_RS11015-MONOMER	-		GO:0005215		RSAU_002058
RSAU_RS01780	RSAU_RS01780	388782	389264	RSAU_RS01780-MONOMER	+				RSAU_000343
RSAU_RS07940	RSAU_RS07940	1614294	1614746	RSAU_RS07940-MONOMER	-				RSAU_001494
RSAU_RS00230	RSAU_RS00230	53512	54279	RSAU_RS00230-MONOMER	+				RSAU_000051
RSAU_RS10525	RSAU_RS10525	2099609	2100280	RSAU_RS10525-MONOMER	-				RSAU_001969
RSAU_RS13255	RSAU_RS13255	2626830	2627030	RSAU_RS13255-MONOMER	-				RSAU_002469
RSAU_RS09080	RSAU_RS09080	1844443	1845384	RSAU_RS09080-MONOMER	-				RSAU_001701
RSAU_RS06220	RSAU_RS06220	1275723	1276541	RSAU_RS06220-MONOMER	+				RSAU_001182
RSAU_RS01215	RSAU_RS01215	282919	283593	RSAU_RS01215-MONOMER	+				RSAU_000236
RSAU_RS01350	RSAU_RS01350	307778	308638	RSAU_RS01350-MONOMER	+				RSAU_000262
RSAU_RS06685	RSAU_RS06685	1364419	1365405	RSAU_RS06685-MONOMER	-		GO:0005215		RSAU_001262
RSAU_RS03280	RSAU_RS03280	686832	687593	RSAU_RS03280-MONOMER	+		GO:0005215		RSAU_000637
RSAU_RS03535	RSAU_RS03535	735938	736651	RSAU_RS03535-MONOMER	-			PWY-6703	RSAU_000685
RSAU_RS12065	RSAU_RS12065	2389887	2391326	RSAU_RS12065-MONOMER	-		GO:0005215		RSAU_002253
RSAU_RS00560	RSAU_RS00560	128520	129077	RSAU_RS00560-MONOMER	+				RSAU_000115
RSAU_RS02150	RSAU_RS02150	467790	468407	RSAU_RS02150-MONOMER	+			PWY-7200 // PWY-7184 // PWY-7197	RSAU_000419
RSAU_RS12685	RSAU_RS12685	2517358	2518089	RSAU_RS12685-MONOMER	+		GO:0005215		RSAU_002368
RSAU_RS05980	RSAU_RS05980	1220345	1221748	RSAU_RS05980-MONOMER	+				RSAU_001136
RSAU_RS09745	RSAU_RS09745	1955450	1955974	RSAU_RS09745-MONOMER	-				RSAU_001823
RSAU_RS07595	RSAU_RS07595	1548128	1548946	RSAU_RS07595-MONOMER	-				RSAU_001428
RSAU_RS04160	RSAU_RS04160	857040	857504	RSAU_RS04160-MONOMER	+			PWY-7250	RSAU_000795
RSAU_RS04305	RSAU_RS04305	882200	882574	RSAU_RS04305-MONOMER	+				RSAU_000821
RSAU_RS03570	RSAU_RS03570	740801	741511	RSAU_RS03570-MONOMER	+				RSAU_000691
RSAU_RS01945	RSAU_RS01945	419272	420090	RSAU_RS01945-MONOMER	+				RSAU_000375
RSAU_RS03150	RSAU_RS03150	665555	666310	RSAU_RS03150-MONOMER	+				RSAU_000616
RSAU_RS10280	RSAU_RS10280	2057675	2058877	RSAU_RS10280-MONOMER	+				RSAU_001923
RSAU_RS06900	RSAU_RS06900	1407915	1408343	RSAU_RS06900-MONOMER	-				RSAU_001302
RSAU_RS03200	RSAU_RS03200	672981	673814	RSAU_RS03200-MONOMER	+				RSAU_000622
RSAU_RS01615	RSAU_RS01615	360111	361049	RSAU_RS01615-MONOMER	-				RSAU_000313
RSAU_RS09445	RSAU_RS09445	1893946	1894221	RSAU_RS09445-MONOMER	+				RSAU_001769
RSAU_RS10205	RSAU_RS10205	2040022	2040192	RSAU_RS10205-MONOMER	-				RSAU_001909
RSAU_RS03460	RSAU_RS03460	721689	722141	RSAU_RS03460-MONOMER	+				RSAU_000671
RSAU_RS06180	RSAU_RS06180	1266160	1266453	RSAU_RS06180-MONOMER	+				RSAU_001174
RSAU_RS08085	RSAU_RS08085	1642561	1643832	RSAU_RS08085-MONOMER	-			PWY-2161 // PWY-6612 // PWY-6614	RSAU_001522
RSAU_RS09675	RSAU_RS09675	1940537	1940917	RSAU_RS09675-MONOMER	-				RSAU_001809
RSAU_RS08855	RSAU_RS08855	1808020	1810440	RSAU_RS08855-MONOMER	+				RSAU_001662
RSAU_RS01160	RSAU_RS01160	268054	269220	RSAU_RS01160-MONOMER	-		GO:0005215		RSAU_000225
RSAU_RS10395	RSAU_RS10395	2076469	2077008	RSAU_RS10395-MONOMER	-			PWY-7980	RSAU_001944
RSAU_RS11335	RSAU_RS11335	2248956	2249864	RSAU_RS11335-MONOMER	-		GO:0005215		RSAU_002118
RSAU_RS10960	RSAU_RS10960	2192124	2192759	RSAU_RS10960-MONOMER	+				RSAU_002047
RSAU_RS00640	RSAU_RS00640	151141	151785	RSAU_RS00640-MONOMER	+				RSAU_000131
RSAU_RS12845	RSAU_RS12845	2549345	2549944	RSAU_RS12845-MONOMER	-				RSAU_002396
RSAU_RS09315	RSAU_RS09315	1868111	1871033	RSAU_RS09315-rRNA	-				RSAU_001745
RSAU_RS03445	RSAU_RS03445	718794	719411	RSAU_RS03445-MONOMER	-				RSAU_000668
RSAU_RS10705	RSAU_RS10705	2144233	2144305	RSAU_RS10705-tRNA	-			PWY0-1479 // TRNA-CHARGING-PWY	RSAU_002001
RSAU_RS07655	RSAU_RS07655	1558260	1558436	RSAU_RS07655-MONOMER	-				RSAU_001440
RSAU_RS04535	RSAU_RS04535	936190	937905	RSAU_RS04535-MONOMER	+		GO:0005215		RSAU_000865
RSAU_RS12655	RSAU_RS12655	2512031	2512315	RSAU_RS12655-MONOMER	+				RSAU_002362
RSAU_RS06875	RSAU_RS06875	1404591	1405100	RSAU_RS06875-MONOMER	-				RSAU_001298
RSAU_RS03825	RSAU_RS03825	797094	798026	RSAU_RS03825-MONOMER	+				RSAU_000735
RSAU_RS05970	RSAU_RS05970	1218841	1219737	RSAU_RS05970-MONOMER	+				RSAU_001134
RSAU_RS07780	RSAU_RS07780	1581334	1581603	RSAU_RS07780-MONOMER	+				
RSAU_RS11145	RSAU_RS11145	2216553	2216828	RSAU_RS11145-MONOMER	-				RSAU_002084
RSAU_RS03210	RSAU_RS03210	674928	675932	RSAU_RS03210-MONOMER	+		GO:0005215		RSAU_000624
RSAU_RS00400	RSAU_RS00400	92297	93463	RSAU_RS00400-MONOMER	+				RSAU_000084
RSAU_RS13555	RSAU_RS13555	2699406	2700224	RSAU_RS13555-MONOMER	-			HISTSYN-PWY	RSAU_002525
RSAU_RS07405	RSAU_RS07405	1515392	1515754	RSAU_RS07405-MONOMER	-				RSAU_001392
RSAU_RS07680	RSAU_RS07680	1563053	1564885	RSAU_RS07680-MONOMER	-			PWY-7250	RSAU_001445
RSAU_RS03665	RSAU_RS03665	764017	764988	RSAU_RS03665-MONOMER	+			PWY-6125 // PWY-7222 // PWY-6126 // PWY-7220 // PWY-7184	RSAU_000707
RSAU_RS13685	RSAU_RS13685	2727057	2727248	RSAU_RS13685-MONOMER	+				RSAU_002552
RSAU_RS00505	RSAU_RS00505	116436	117122	RSAU_RS00505-MONOMER	+				RSAU_000104
RSAU_RS02480	RSAU_RS02480	526104	527504	RSAU_RS02480-MONOMER	+			TRNA-CHARGING-PWY	RSAU_000481
RSAU_RS01075	RSAU_RS01075	253591	254295	RSAU_RS01075-MONOMER	-				RSAU_000211
RSAU_RS11105	RSAU_RS11105	2212960	2213328	RSAU_RS11105-MONOMER	-				RSAU_002076
RSAU_RS07900	RSAU_RS07900	1606459	1606641	RSAU_RS07900-MONOMER	-				RSAU_001487
RSAU_RS02355	RSAU_RS02355	504599	504713	RSAU_RS02355-rRNA	+				RSAU_000457
RSAU_RS08680	RSAU_RS08680	1780842	1781237	RSAU_RS08680-MONOMER	+			PWY-8101 // PWY-4621	RSAU_001629
RSAU_RS05135	RSAU_RS05135	1054002	1055408	RSAU_RS05135-MONOMER	+			PWY-5084 // GLYCLEAV-PWY // PWY-5046 // PYRUVDEHYD-PWY	RSAU_000981
RSAU_RS12470	RSAU_RS12470	2465753	2466079	RSAU_RS12470-MONOMER	-				RSAU_002322
RSAU_RS03390	RSAU_RS03390	706831	707514	RSAU_RS03390-MONOMER	-				RSAU_000658
RSAU_RS01410	RSAU_RS01410	320178	321200	RSAU_RS01410-MONOMER	+			PWY0-1275 // PWY0-522 // PWY-6984	RSAU_000273
RSAU_RS06865	RSAU_RS06865	1402878	1403492	RSAU_RS06865-MONOMER	-				RSAU_001296
RSAU_RS05100	RSAU_RS05100	1048108	1048326	RSAU_RS05100-MONOMER	-				RSAU_000975
RSAU_RS00530	RSAU_RS00530	121876	123000	RSAU_RS00530-MONOMER	+				RSAU_000109
RSAU_RS05765	RSAU_RS05765	1174876	1175847	RSAU_RS05765-MONOMER	+				RSAU_001095
RSAU_RS04875	RSAU_RS04875	1000241	1000570	RSAU_RS04875-MONOMER	-				
RSAU_RS06215	RSAU_RS06215	1274818	1275303	RSAU_RS06215-MONOMER	+				RSAU_001181
RSAU_RS09405	RSAU_RS09405	1887659	1888468	RSAU_RS09405-MONOMER	-				RSAU_001761
RSAU_RS08295	RSAU_RS08295	1689166	1690395	RSAU_RS08295-MONOMER	-				RSAU_001559
RSAU_RS03270	RSAU_RS03270	684981	685655	RSAU_RS03270-MONOMER	+				RSAU_000635
RSAU_RS10085	RSAU_RS10085	2014422	2016110	RSAU_RS10085-MONOMER	+			ILEUSYN-PWY // PWY-5104 // BRANCHED-CHAIN-AA-SYN-PWY // VALSYN-PWY	RSAU_001886
RSAU_RS06510	RSAU_RS06510	1321714	1324743	RSAU_RS06510-MONOMER	+				RSAU_001228
RSAU_RS12765	RSAU_RS12765	2531753	2532148	RSAU_RS12765-MONOMER	-				RSAU_002382
RSAU_RS04605	RSAU_RS04605	950322	950687	RSAU_RS04605-MONOMER	-				RSAU_000881
RSAU_RS04905	RSAU_RS04905	1006404	1006514	RSAU_RS04905-MONOMER	+				
RSAU_RS11900	RSAU_RS11900	2356906	2358536	RSAU_RS11900-MONOMER	-				RSAU_002221
RSAU_RS02670	RSAU_RS02670	575368	576033	RSAU_RS02670-MONOMER	-			PWY8J2-1	RSAU_000521
RSAU_RS10970	RSAU_RS10970	2193763	2194467	RSAU_RS10970-MONOMER	-			PWY-5939	RSAU_002049
RSAU_RS13560	RSAU_RS13560	2700529	2701653	RSAU_RS13560-MONOMER	-				RSAU_002526
RSAU_RS10715	RSAU_RS10715	2144393	2144476	RSAU_RS10715-tRNA	-			PWY0-1479 // TRNA-CHARGING-PWY	RSAU_002003
RSAU_RS03775	RSAU_RS03775	783907	784479	RSAU_RS03775-MONOMER	+				RSAU_000727
RSAU_RS05380	RSAU_RS05380	1099815	1101527	RSAU_RS05380-MONOMER	+				RSAU_001027
RSAU_RS13930	RSAU_RS13930	651611	651733	RSAU_RS13930-MONOMER	+				
RSAU_RS04285	RSAU_RS04285	876838	877197	RSAU_RS04285-MONOMER	+				RSAU_000817
RSAU_RS04480	RSAU_RS04480	925413	925928	RSAU_RS04480-MONOMER	+				RSAU_000856
RSAU_RS05890	RSAU_RS05890	1200909	1202276	RSAU_RS05890-MONOMER	+				RSAU_001119
RSAU_RS07875	RSAU_RS07875	1601145	1601813	RSAU_RS07875-MONOMER	-				RSAU_001482
RSAU_RS03575	RSAU_RS03575	741495	742499	RSAU_RS03575-MONOMER	+				RSAU_000692
RSAU_RS03630	RSAU_RS03630	755306	755407	RSAU_RS03630-MONOMER	+				
RSAU_RS08945	RSAU_RS08945	1826216	1827004	RSAU_RS08945-MONOMER	+				RSAU_001676
RSAU_RS14045	RSAU_RS14045	984589	986259	RSAU_RS14045-MONOMER	+				
RSAU_RS03715	RSAU_RS03715	771670	772548	RSAU_RS03715-MONOMER	+				RSAU_000715
RSAU_RS09975	RSAU_RS09975	1995850	1995984	RSAU_RS09975-MONOMER	-				
RSAU_RS05475	RSAU_RS05475	1116858	1117043	RSAU_RS05475-MONOMER	-				
RSAU_RS07545	RSAU_RS07545	1537579	1538178	RSAU_RS07545-MONOMER	-			DETOX1-PWY-1 // DETOX1-PWY	RSAU_001418
RSAU_RS13290	RSAU_RS13290	2634268	2635209	RSAU_RS13290-MONOMER	-			ARGDEGRAD-PWY // CITRULLINE-DEG-PWY	RSAU_002475
RSAU_RS09275	RSAU_RS09275	1867310	1867383	RSAU_RS09275-tRNA	-			PWY0-1479 // TRNA-CHARGING-PWY	RSAU_001737
RSAU_RS13090	RSAU_RS13090	2593908	2594867	RSAU_RS13090-MONOMER	-			ANAEROFRUCAT-PWY // P122-PWY // PWY-5481	RSAU_002443
RSAU_RS03370	RSAU_RS03370	704785	705084	RSAU_RS03370-MONOMER	+				RSAU_000654
RSAU_RS11995	RSAU_RS11995	2379392	2379928	RSAU_RS11995-MONOMER	-				RSAU_002240
RSAU_RS12825	RSAU_RS12825	2544073	2546562	RSAU_RS12825-MONOMER	-		GO:0005215		RSAU_002393
RSAU_RS12290	RSAU_RS12290	2432629	2434266	RSAU_RS12290-MONOMER	+		GO:0005215		RSAU_002290
RSAU_RS02585	RSAU_RS02585	550005	550883	RSAU_RS02585-MONOMER	+				RSAU_000503
RSAU_RS06450	RSAU_RS06450	1312994	1313263	RSAU_RS06450-MONOMER	+				RSAU_001218
RSAU_RS05565	RSAU_RS05565	1130864	1131559	RSAU_RS05565-MONOMER	+				RSAU_001056
RSAU_RS06605	RSAU_RS06605	1348093	1349184	RSAU_RS06605-MONOMER	-			TYRSYN	RSAU_001246
RSAU_RS04245	RSAU_RS04245	870125	871582	RSAU_RS04245-MONOMER	+			PWY-7817	RSAU_000809
RSAU_RS09220	RSAU_RS09220	1866274	1866349	RSAU_RS09220-tRNA	-			PWY0-1479 // TRNA-CHARGING-PWY	RSAU_001726
RSAU_RS14605	RSAU_RS14605	2117183	2117686	RSAU_RS14605-MONOMER	-				
RSAU_RS10240	RSAU_RS10240	2045176	2047203	RSAU_RS10240-MONOMER	-				RSAU_001916
RSAU_RS03865	RSAU_RS03865	804362	805306	RSAU_RS03865-MONOMER	+				RSAU_000742
RSAU_RS01905	RSAU_RS01905	412506	413279	RSAU_RS01905-MONOMER	+				RSAU_000367
RSAU_RS04485	RSAU_RS04485	926239	926673	RSAU_RS04485-MONOMER	+				RSAU_000857
RSAU_RS06655	RSAU_RS06655	1358794	1360053	RSAU_RS06655-MONOMER	+			PWY-6459	RSAU_001256
RSAU_RS02040	RSAU_RS02040	439588	440591	RSAU_RS02040-MONOMER	+				RSAU_000398
RSAU_RS09660	RSAU_RS09660	1937325	1937498	RSAU_RS09660-MONOMER	-				
RSAU_RS06715	RSAU_RS06715	1369760	1370677	RSAU_RS06715-MONOMER	-				RSAU_001267
RSAU_RS00665	RSAU_RS00665	155989	157173	RSAU_RS00665-MONOMER	-			PWY-8187 // ARG-PRO-PWY // ARGASEDEG-PWY // ARGSYNBSUB-PWY	RSAU_000136
RSAU_RS03080	RSAU_RS03080	651730	652134	RSAU_RS03080-MONOMER	+				RSAU_000602
RSAU_RS05345	RSAU_RS05345	1092538	1092645	RSAU_RS05345-MONOMER	+				
RSAU_RS10600	RSAU_RS10600	2113755	2114075	RSAU_RS10600-MONOMER	+				RSAU_001982
RSAU_RS11740	RSAU_RS11740	2325664	2326119	RSAU_RS11740-MONOMER	-				RSAU_002191
RSAU_RS05605	RSAU_RS05605	1139329	1140678	RSAU_RS05605-MONOMER	+			PWY-6386	RSAU_001064
RSAU_RS04265	RSAU_RS04265	874482	874724	RSAU_RS04265-MONOMER	-				RSAU_000813
RSAU_RS11575	RSAU_RS11575	2292396	2292902	RSAU_RS11575-MONOMER	-				RSAU_002161
RSAU_RS05560	RSAU_RS05560	1130606	1130740	RSAU_RS05560-MONOMER	+				RSAU_001055
RSAU_RS12915	RSAU_RS12915	2566171	2566872	RSAU_RS12915-MONOMER	-				RSAU_002410
RSAU_RS03165	RSAU_RS03165	668072	668522	RSAU_RS03165-MONOMER	-				RSAU_000619
RSAU_RS03265	RSAU_RS03265	684042	684965	RSAU_RS03265-MONOMER	+				RSAU_000634
RSAU_RS13320	RSAU_RS13320	2640187	2641716	RSAU_RS13320-MONOMER	-				RSAU_002480
RSAU_RS10825	RSAU_RS10825	2164460	2166217	RSAU_RS10825-MONOMER	-			PWY-7990	RSAU_002023
RSAU_RS00070	RSAU_RS00070	17896	19863	RSAU_RS00070-MONOMER	+				RSAU_000014
RSAU_RS00240	RSAU_RS00240	55166	55936	RSAU_RS00240-MONOMER	+				RSAU_000053
RSAU_RS13240	RSAU_RS13240	2624378	2625133	RSAU_RS13240-MONOMER	-		GO:0005215		RSAU_002466
RSAU_RS07485	RSAU_RS07485	1527965	1528411	RSAU_RS07485-MONOMER	-				RSAU_001406
RSAU_RS11845	RSAU_RS11845	2346036	2346467	RSAU_RS11845-MONOMER	-				RSAU_002211
RSAU_RS01815	RSAU_RS01815	395330	396010	RSAU_RS01815-MONOMER	+				RSAU_000352
RSAU_RS08745	RSAU_RS08745	1790435	1791343	RSAU_RS08745-MONOMER	-				RSAU_001642
RSAU_RS12305	RSAU_RS12305	2437570	2438346	RSAU_RS12305-MONOMER	-		GO:0005215		RSAU_002293
RSAU_RS00750	RSAU_RS00750	179568	181343	RSAU_RS00750-MONOMER	+		GO:0005215		RSAU_000152
RSAU_RS14500	RSAU_RS14500	424593	424655	RSAU_RS14500-MONOMER	-				RSAU_000381
RSAU_RS10210	RSAU_RS10210	2040277	2041425	RSAU_RS10210-MONOMER	-			PWY-8072	RSAU_001910
RSAU_RS02210	RSAU_RS02210	476382	476918	RSAU_RS02210-MONOMER	+				RSAU_000429
RSAU_RS04445	RSAU_RS04445	915996	916304	RSAU_RS04445-MONOMER	+				RSAU_000849
RSAU_RS00785	RSAU_RS00785	188828	190096	RSAU_RS00785-MONOMER	+				RSAU_000159
RSAU_RS02640	RSAU_RS02640	560165	562757	RSAU_RS02640-MONOMER	+				RSAU_000513
RSAU_RS05955	RSAU_RS05955	1213841	1214713	RSAU_RS05955-MONOMER	+				RSAU_001131
RSAU_RS09885	RSAU_RS09885	1980792	1981136	RSAU_RS09885-MONOMER	-				RSAU_001850
RSAU_RS04215	RSAU_RS04215	866976	867242	RSAU_RS04215-MONOMER	-				RSAU_000805
RSAU_RS01475	RSAU_RS01475	333715	334710	RSAU_RS01475-MONOMER	-				RSAU_000286
RSAU_RS08480	RSAU_RS08480	1731391	1732560	RSAU_RS08480-MONOMER	+				RSAU_001591
RSAU_RS00350	RSAU_RS00350	84915	85691	RSAU_RS00350-MONOMER	+				RSAU_000076
RSAU_RS10165	RSAU_RS10165	2033608	2034063	RSAU_RS10165-MONOMER	-				RSAU_001902
RSAU_RS03790	RSAU_RS03790	787738	788848	RSAU_RS03790-MONOMER	+				RSAU_000729
RSAU_RS11560	RSAU_RS11560	2289044	2289574	RSAU_RS11560-MONOMER	+				RSAU_002158
RSAU_RS12575	RSAU_RS12575	2490518	2491876	RSAU_RS12575-MONOMER	-		GO:0005215		RSAU_002342
