"Scaffold DIA 4.2.2"
"WU333373_ScaffoldDIA_DIANN19_allSA6850_PrX_db5_result_wCategories_OG.sdia"
"Summarization hierarchy: {0804_vs_rest}"
"   Comparison Level: 0804_vs_rest"
"   Biological Replicate Level: MS Sample"
"   Technical Replicate Level: MS Sample"
"The data below is summarized at the level of (0804_vs_rest)"
"Statistical test: t-test"
""
"","","","","","","","","","","Log2  Fold Change (Total  Intensity) (Normalized)",""
"1122","true","Empty","[locus_tag=RSAU_000721] [protein=putative GGDEF domain protein] [protein_id=AGU54559.1] [location=complement(777467..778537)] [gbkey=CDS] BLASTORTHO sp_Q2G061_Y760_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54559.1_675","40 kDa","0.9998747299978277","7","100%","0.0060","0.356","0.000"
"1123","true","Empty","[locus_tag=RSAU_000123] [protein=hypothetical protein] [protein_id=AGU53997.1] [location=complement(136863..137066)] [gbkey=CDS] BLASTORTHO tr_Q2G1I8_Q2G1I8_STAA8 evalue=1.89115e-44","lcl_CP006706.1_prot_AGU53997.1_113","8 kDa","0.9998747299978277","6","100%","0.75","-0.586","0.000"
"1124","true","Empty","[gene=kdpE] [locus_tag=RSAU_001919] [protein=two-component response regulator KdpE] [protein_id=AGU55685.1] [location=2051827..2052522] [gbkey=CDS] BLASTORTHO sp_Q2FWH6_KDPE_STAA8 evalue=2.89113e-173","lcl_CP006706.1_prot_AGU55685.1_1801","27 kDa","0.9998454940068768","8","100%","0.017","2.70","0.000"
"1125","true","Empty"," zz_FGCZCont0194_P07339_CATD_HUMAN blastpHomologue_0.0","zz_Y-FGCZCont00195_","45 kDa","0.999805910003488","7","100%","0.75","-0.0184","0.000"
"1126","true","Empty"," Q8VED5 TREMBL:Q8VED5 Tax_Id=10090 Gene_Symbol=Krt79 Keratin 79","zz_Y-FGCZCont00386_","58 kDa","0.9990742619847879","8","12%","0.97","1.05","0.000"
"1127","true","Empty","[locus_tag=RSAU_000369] [protein=lipoprotein, putative] [protein_id=AGU54238.1] [location=414152..414937] [gbkey=CDS] BLASTORTHO sp_Q2G1P8_Y055_STAA8 evalue=2.34215e-117","lcl_CP006706.1_prot_AGU54238.1_354","30 kDa","0.9990464050206356","7","57%","0.67","0.211","0.000"
"1128","true","Empty","[locus_tag=RSAU_000053] [protein=staphylococcal tandem lipoprotein] [protein_id=AGU53928.1] [location=55166..55936] [gbkey=CDS] BLASTORTHO sp_Q2G1P9_Y054_STAA8 evalue=3.54264e-162","lcl_CP006706.1_prot_AGU53928.1_44","30 kDa","0.9988631500164047","7","14%","0.96","0.146","0.000"
"1129","true","Empty","[locus_tag=RSAU_000248] [protein=hypothetical protein] [protein_id=AGU54120.1] [location=292109..292597] [gbkey=CDS] BLASTORTHO tr_Q2G2Q5_Q2G2Q5_STAA8 evalue=3.00448e-111","lcl_CP006706.1_prot_AGU54120.1_236","19 kDa","0.9978658300824463","6","33%","0.46","0.400","0.000"
"1130","true","Empty","[locus_tag=RSAU_002320] [protein=staphylococcal tandem lipoprotein] [protein_id=AGU56074.1] [location=complement(2464134..2464895)] [gbkey=CDS] BLASTORTHO sp_Q2FVD0_Y2783_STAA8 evalue=3.44643e-174","lcl_CP006706.1_prot_AGU56074.1_2190","30 kDa","0.9755975995212793","8","12%","0.87","-0.0581","0.000"
"1131","true","Empty","[gene=rpsJ] [locus_tag=RSAU_002087] [protein=30S ribosomal protein S10] [protein_id=AGU55844.1] [location=complement(2218168..2218476)] [gbkey=CDS] BLASTORTHO sp_Q2FXM0_Y1815_STAA8 evalue=0.541718","lcl_CP006706.1_prot_AGU55844.1_1960","12 kDa","0.9999987472999692","7","100%","0.029","-0.334","0.000"
"1132","true","Empty","[gene=fabZ] [locus_tag=RSAU_001937] [protein=(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase] [protein_id=AGU55703.1] [location=complement(2069505..2069945)] [gbkey=CDS] BLASTORTHO sp_Q2FWF5_FABZ_STAA8 evalue=2.27526e-107","lcl_CP006706.1_prot_AGU55703.1_1819","16 kDa","0.9999987472999692","6","100%","0.00062","-0.269","0.000"
"1133","true","Empty","RSAU_001508; 50S ribosomal protein L21","pseudoOrframeshift15_rev_frm3","11 kDa","0.9999987472999692","7","100%","0.010","-0.342","0.000"
"1134","true","Empty","[locus_tag=RSAU_000326] [protein=sodium:dicarboxylate symporter, putative] [protein_id=AGU54197.1] [location=complement(372789..374177)] [gbkey=CDS] BLASTORTHO tr_Q2G0Z4_Q2G0Z4_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54197.1_313","49 kDa","0.9999987472999692","6","100%","0.78","-0.000415","0.000"
"1135","true","Empty","[gene=spxA] [locus_tag=RSAU_000873] [protein=transcriptional regulator Spx] [protein_id=AGU54709.1] [location=943842..944237] [gbkey=CDS] BLASTORTHO sp_Q2G1U6_SPX_STAA8 evalue=1.30967e-96","lcl_CP006706.1_prot_AGU54709.1_825","15 kDa","0.9999987472999692","6","100%","0.039","0.895","0.000"
"1136","true","Empty","[locus_tag=RSAU_002488] [protein=isochorismatase-like hydrolase] [protein_id=AGU56239.1] [location=complement(2653899..2654459)] [gbkey=CDS] BLASTORTHO tr_Q2G220_Q2G220_STAA8 evalue=5.86341e-137","lcl_CP006706.1_prot_AGU56239.1_2355","21 kDa","0.9999987472999692","7","100%","0.00086","1.17","0.000"
"1137","true","Empty","[gene=estA] [locus_tag=RSAU_002472] [protein=tributyrin esterase EstA] [protein_id=AGU56224.1] [location=complement(2629635..2630396)] [gbkey=CDS] BLASTORTHO tr_Q2FUY3_Q2FUY3_STAA8 evalue=0","lcl_CP006706.1_prot_AGU56224.1_2340","29 kDa","0.9999987472999692","6","100%","< 0.0001","-0.352","0.000"
"1138","true","Empty","[locus_tag=RSAU_000990] [protein=NRAMP family divalent cation transporter, putative] [protein_id=AGU54822.1] [location=complement(1062196..1063548)] [gbkey=CDS] BLASTORTHO sp_Q2G2G3_MNTH_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54822.1_938","50 kDa","0.9999987472999692","4","100%","0.12","-1.32","0.000"
"1139","true","Empty","[gene=rpoE] [locus_tag=RSAU_001966] [protein=DNA-directed RNA polymerase, delta subunit] [protein_id=AGU55732.1] [location=complement(2096750..2097280)] [gbkey=CDS] BLASTORTHO sp_Q2FWD0_RPOE_STAA8 evalue=1.82274e-118","lcl_CP006706.1_prot_AGU55732.1_1848","21 kDa","0.9999987472999692","7","100%","0.0066","-0.618","0.000"
"1140","true","Empty","[locus_tag=RSAU_001486] [protein=hypothetical protein] [protein_id=AGU55312.1] [location=complement(1606273..1606419)] [gbkey=CDS] BLASTORTHO tr_Q2FXV2_Q2FXV2_STAA8 evalue=7.82181e-28","lcl_CP006706.1_prot_AGU55312.1_1428","6 kDa","0.9999987472999692","7","100%","0.57","-0.00561","0.000"
"1141","true","Empty","[locus_tag=RSAU_000783] [protein=glycine cleavage system protein H] [protein_id=AGU54619.1] [location=845826..846206] [gbkey=CDS] BLASTORTHO sp_Q2FZZ8_GCSH_STAA8 evalue=3.0587e-86","lcl_CP006706.1_prot_AGU54619.1_735","14 kDa","0.9999987472999692","7","100%","0.00012","2.71","0.000"
"1142","true","Empty","[locus_tag=RSAU_002017] [protein=hypothetical protein] [protein_id=AGU55774.1] [location=2158001..2158261] [gbkey=CDS] BLASTORTHO sp_Q2FW79_Y2425_STAA8 evalue=2.63675e-60","lcl_CP006706.1_prot_AGU55774.1_1890","10 kDa","0.9999987472999692","7","100%","0.024","0.912","0.000"
"1143","true","Empty","[gene=pflA] [locus_tag=RSAU_000171] [protein=pyruvate formate lyase-activating enzyme] [protein_id=AGU54043.1] [location=203234..203989] [gbkey=CDS] BLASTORTHO sp_Q2G1D7_PFLA_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54043.1_159","28 kDa","0.9999987218400292","7","100%","0.0095","-2.50","0.000"
"1144","true","Empty","[locus_tag=RSAU_000228] [protein=putative WxG domain protein] [protein_id=AGU54100.1] [location=272282..272575] [gbkey=CDS] BLASTORTHO sp_Q2G189_ESXA_STAA8 evalue=3.72755e-67","lcl_CP006706.1_prot_AGU54100.1_216","11 kDa","0.9999986153300142","7","100%","0.10","-0.840","0.000"
"1145","true","Empty","[gene=divIC] [locus_tag=RSAU_000446] [protein=cell-division protein divIC, putative] [protein_id=AGU54309.1] [location=492678..493070] [gbkey=CDS] BLASTORTHO tr_Q2G0R4_Q2G0R4_STAA8 evalue=6.4413e-92","lcl_CP006706.1_prot_AGU54309.1_425","15 kDa","0.9999986153300142","7","100%","0.020","0.733","0.000"
"1146","true","Empty","[gene=tenA] [locus_tag=RSAU_001933] [protein=transcriptional activator TenA, putative] [protein_id=AGU55699.1] [location=complement(2066259..2066948)] [gbkey=CDS] BLASTORTHO sp_Q2FWG0_TENA_STAA8 evalue=1.84814e-171","lcl_CP006706.1_prot_AGU55699.1_1815","27 kDa","0.9999984914200013","5","100%","0.00075","1.91","0.000"
"1147","true","Empty","[gene=moaB] [locus_tag=RSAU_002109] [protein=molybdenum cofactor biosynthesis protein B, putative] [protein_id=AGU55866.1] [location=complement(2241055..2241561)] [gbkey=CDS] BLASTORTHO tr_Q2FVX8_Q2FVX8_STAA8 evalue=8.1881e-123","lcl_CP006706.1_prot_AGU55866.1_1982","18 kDa","0.9999984914200013","7","100%","0.94","-0.0276","0.000"
"1148","true","Empty","[locus_tag=RSAU_001227] [protein=exonuclease SbcD] [protein_id=AGU55057.1] [location=1320589..1321710] [gbkey=CDS] BLASTORTHO sp_Q2FYT4_SBCD_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55057.1_1173","43 kDa","0.9999984367100296","7","100%","0.0095","0.790","0.000"
"1149","true","Empty","[locus_tag=RSAU_001564] [protein=metallo-beta-lactamase superfamily protein] [protein_id=AGU55387.1] [location=complement(1697653..1698342)] [gbkey=CDS] BLASTORTHO sp_Q2FXM0_Y1815_STAA8 evalue=4.96151e-171","lcl_CP006706.1_prot_AGU55387.1_1503","25 kDa","0.9999984367100296","6","100%","0.11","-0.284","0.000"
"1150","true","Empty"," A2I7N3 TREMBL:A2I7N3;Q27984 (Bos taurus) SERPINA3-7","zz_Y-FGCZCont00304_","47 kDa","0.9999984367100296","7","29%","0.61","-0.161","0.000"
"1151","true","Empty","[locus_tag=RSAU_000478] [protein=PIN-YacL domain protein] [protein_id=AGU54329.1] [location=521965..523038] [gbkey=CDS] BLASTORTHO tr_Q2G242_Q2G242_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54329.1_445","40 kDa","0.9999984367100296","5","100%","0.19","0.286","0.000"
"1152","true","Empty","[gene=gmk] [locus_tag=RSAU_001091] [protein=guanosine monophosphate kinase] [protein_id=AGU54921.1] [location=1169706..1170329] [gbkey=CDS] BLASTORTHO sp_Q2G1U0_KGUA_STAA8 evalue=1.15663e-153","lcl_CP006706.1_prot_AGU54921.1_1037","24 kDa","0.9999984367100296","6","100%","0.043","-0.274","0.000"
"1153","true","Empty","[gene=ispA] [locus_tag=RSAU_001388] [protein=geranyltranstransferase, putative] [protein_id=AGU55214.1] [location=complement(1512507..1513388)] [gbkey=CDS] BLASTORTHO tr_Q2FY48_Q2FY48_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55214.1_1330","33 kDa","0.9999984367100296","7","100%","0.10","0.474","0.000"
"1154","true","Empty","[gene=dfrA] [locus_tag=RSAU_001305] [protein=dihydrofolate reductase] [protein_id=AGU55134.1] [location=complement(1409813..1410292)] [gbkey=CDS] BLASTORTHO tr_Q2FYK6_Q2FYK6_STAA8 evalue=1.22456e-117","lcl_CP006706.1_prot_AGU55134.1_1250","18 kDa","0.9999984367100296","5","100%","0.52","-0.181","0.000"
"1155","true","Empty","[gene=yhbY] [locus_tag=RSAU_001459] [protein=CRM domain ribosomal assembly protein, putative] [protein_id=AGU55285.1] [location=complement(1577574..1577864)] [gbkey=CDS] BLASTORTHO tr_Q2FXY2_Q2FXY2_STAA8 evalue=3.59303e-66","lcl_CP006706.1_prot_AGU55285.1_1401","11 kDa","0.9999984367100296","6","100%","0.40","-0.0660","0.000"
"1156","true","Empty","[locus_tag=RSAU_002243] [protein=activator of Hsp90 ATPase 1 family protein] [protein_id=AGU55999.1] [location=complement(2381694..2382161)] [gbkey=CDS] BLASTORTHO tr_Q2G1U9_Q2G1U9_STAA8 evalue=8.05038e-111","lcl_CP006706.1_prot_AGU55999.1_2115","18 kDa","0.9999984367100296","6","100%","0.081","0.491","0.000"
"1157","true","Empty","[locus_tag=RSAU_001037] [protein=extracellular fibrinogen/complement-binding protein] [protein_id=AGU54869.1] [location=1112673..1112990] [gbkey=CDS] BLASTORTHO tr_Q2FZC2_Q2FZC2_STAA8 evalue=6.35081e-68","lcl_CP006706.1_prot_AGU54869.1_985","12 kDa","0.9999984367100296","7","100%","0.23","-0.740","0.000"
"1158","true","Empty"," Q14CN4-1 SWISS-PROT:Q14CN4-1 Tax_Id=9606 Gene_Symbol=KRT72 Isoform 1 of Keratin, type II cytoskeletal 72","zz_Y-FGCZCont00439_","56 kDa","0.9999984367100296","6","33%","0.39","1.09","0.000"
"1159","true","Empty","[gene=atpC] [locus_tag=RSAU_001940] [protein=FOF1-ATP synthase, subunit epsilon] [protein_id=AGU55706.1] [location=complement(2072184..2072588)] [gbkey=CDS] BLASTORTHO sp_Q2FWF1_ATPE_STAA8 evalue=5.79556e-96","lcl_CP006706.1_prot_AGU55706.1_1822","15 kDa","0.9999984367100296","6","100%","0.30","-0.362","0.000"
"1160","true","Empty","RSAU_000619; chemotaxis-inhibiting protein CHIPS","pseudoOrframeshift12_rev_frm1","17 kDa","0.9999984367100296","7","100%","< 0.0001","-3.87","0.000"
"1161","true","Empty","[gene=ureE] [locus_tag=RSAU_002124] [protein=urease accessory protein, putative] [protein_id=AGU55881.1] [location=2255065..2255517] [gbkey=CDS] BLASTORTHO sp_Q2G2K8_UREE_STAA8 evalue=2.13264e-109","lcl_CP006706.1_prot_AGU55881.1_1997","17 kDa","0.9999984367100296","6","100%","0.027","1.64","0.000"
"1162","true","Empty","[gene=icaR] [locus_tag=RSAU_002510] [protein=ica operon transcriptional regulator IcaR] [protein_id=AGU56261.1] [location=complement(2685275..2685835)] [gbkey=CDS] BLASTORTHO sp_Q9RQQ0_ICAR_STAA8 evalue=9.96578e-135","lcl_CP006706.1_prot_AGU56261.1_2377","22 kDa","0.9999984367100296","7","100%","0.075","0.689","0.000"
"1163","true","Empty","[locus_tag=RSAU_000799] [protein=2-nitropropane dioxygenase family protein] [protein_id=AGU54635.1] [location=861114..862181] [gbkey=CDS] BLASTORTHO sp_Q2FZX9_NMO_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54635.1_751","39 kDa","0.9999984367100296","6","100%","0.00024","1.23","0.000"
"1164","true","Empty","[locus_tag=RSAU_002544] [protein=N-acetyltransferase] [protein_id=AGU56295.1] [location=2720668..2721486] [gbkey=CDS] BLASTORTHO tr_Q2FUR8_Q2FUR8_STAA8 evalue=0","lcl_CP006706.1_prot_AGU56295.1_2411","31 kDa","0.9999984367100296","6","100%","0.0022","1.24","0.000"
"1165","true","Empty","[locus_tag=RSAU_001769] [protein=putative staphylococcal protein] [protein_id=AGU55548.1] [location=1893946..1894221] [gbkey=CDS] BLASTORTHO tr_Q2FX11_Q2FX11_STAA8 evalue=2.13983e-63","lcl_CP006706.1_prot_AGU55548.1_1664","10 kDa","0.9999984367100296","7","100%","0.79","0.114","0.000"
"1166","true","Empty","[gene=qoxB] [locus_tag=RSAU_000947] [protein=cytochrome aa3 quinol oxidase, subunit I, putative] [protein_id=AGU54779.1] [location=complement(1015972..1017960)] [gbkey=CDS] BLASTORTHO sp_Q2FZK0_QOX1_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54779.1_895","75 kDa","0.9999984367100296","7","100%","< 0.0001","-0.589","0.000"
"1167","true","Empty","RSAU_001381; branched-chain alpha-keto acid dehydrogenase%2C lipoamide acyltransferase component","pseudoOrframeshift14_rev_frm3","46 kDa","0.9999984367100296","6","100%","0.024","0.476","0.000"
"1168","true","Empty","[locus_tag=RSAU_001561] [protein=Exopolyphosphatase-related protein] [protein_id=AGU55385.1] [location=complement(1694063..1695004)] [gbkey=CDS] BLASTORTHO tr_Q2FXM3_Q2FXM3_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55385.1_1501","35 kDa","0.9999984367100296","5","100%","0.58","0.171","0.000"
"1169","true","Empty","[locus_tag=RSAU_001484] [protein=cysteine desulfurase, putative] [protein_id=AGU55310.1] [location=complement(1603569..1604711)] [gbkey=CDS] BLASTORTHO tr_Q2FXV4_Q2FXV4_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55310.1_1426","43 kDa","0.9999984367100296","5","100%","0.0070","0.774","0.000"
"1170","true","Empty","[gene=rpsI] [locus_tag=RSAU_002053] [protein=30S ribosomal protein S9] [protein_id=AGU55810.1] [location=complement(2199664..2200062)] [gbkey=CDS] BLASTORTHO sp_Q2FW39_RS9_STAA8 evalue=7.01078e-96","lcl_CP006706.1_prot_AGU55810.1_1926","15 kDa","0.9999984367100296","7","100%","0.034","-0.317","0.000"
"1171","true","Empty","[gene=rplD] [locus_tag=RSAU_002085] [protein=50S ribosomal protein L4] [protein_id=AGU55842.1] [location=complement(2216828..2217451)] [gbkey=CDS] BLASTORTHO sp_Q2FW07_RL4_STAA8 evalue=1.10696e-153","lcl_CP006706.1_prot_AGU55842.1_1958","22 kDa","0.9999984367100296","7","100%","0.0032","-0.320","0.000"
"1172","true","Empty","[locus_tag=RSAU_001170] [protein=hypothetical protein] [protein_id=AGU55000.1] [location=complement(1262112..1262327)] [gbkey=CDS] BLASTORTHO tr_Q2FZ07_Q2FZ07_STAA8 evalue=2.96753e-48","lcl_CP006706.1_prot_AGU55000.1_1116","8 kDa","0.9999984367100296","7","100%","0.00073","2.03","0.000"
"1173","true","Empty","[gene=efb] [locus_tag=RSAU_001040] [protein=extracellular fibrinogen/complement-binding protein] [protein_id=AGU54872.1] [location=1115197..1115694] [gbkey=CDS] BLASTORTHO tr_Q2FZB8_Q2FZB8_STAA8 evalue=1.81254e-121","lcl_CP006706.1_prot_AGU54872.1_988","19 kDa","0.9999984367100296","6","100%","< 0.0001","-2.07","0.000"
"1174","true","Empty","[locus_tag=RSAU_001118] [protein=Sigma70 region 4-domain containing protein] [protein_id=AGU54948.1] [location=1200551..1200883] [gbkey=CDS] BLASTORTHO sp_Q2FZ47_Y1206_STAA8 evalue=3.61185e-77","lcl_CP006706.1_prot_AGU54948.1_1064","14 kDa","0.9999984367100296","6","100%","0.022","0.540","0.000"
"1175","true","Empty","[gene=crr] [locus_tag=RSAU_001301] [protein=glucose-specific PTS system enzyme II A component] [protein_id=AGU55130.1] [location=complement(1407403..1407903)] [gbkey=CDS] BLASTORTHO tr_Q2FYL0_Q2FYL0_STAA8 evalue=6.71217e-119","lcl_CP006706.1_prot_AGU55130.1_1246","18 kDa","0.9999984367100296","6","100%","0.0071","0.298","0.000"
"1176","true","Empty","[gene=isdC] [locus_tag=RSAU_001015] [protein=heme-iron transport protein IsdC] [protein_id=AGU54847.1] [location=1087751..1088434] [gbkey=CDS] BLASTORTHO sp_Q8KQR1_ISDC_STAA8 evalue=2.53478e-165","lcl_CP006706.1_prot_AGU54847.1_963","25 kDa","0.9999984083400477","7","100%","0.00011","-1.74","0.000"
"1177","true","Empty","[gene=arlS] [locus_tag=RSAU_001294] [protein=two-component sensor histidine kinase ArlS, putative] [protein_id=AGU55123.1] [location=complement(1399725..1401080)] [gbkey=CDS] BLASTORTHO sp_Q9KJN3_ARLS_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55123.1_1239","52 kDa","0.9999984083400477","7","100%","0.13","-0.403","0.000"
"1178","true","Empty","[locus_tag=RSAU_001410] [protein=metallo-beta-lactamase superfamily protein] [protein_id=AGU55236.1] [location=complement(1530782..1531405)] [gbkey=CDS] BLASTORTHO tr_Q2FY29_Q2FY29_STAA8 evalue=1.00632e-151","lcl_CP006706.1_prot_AGU55236.1_1352","23 kDa","0.9999984083400477","7","100%","0.21","-0.647","0.000"
"1179","true","Empty","[gene=dapD] [locus_tag=RSAU_001276] [protein=2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase] [protein_id=AGU55105.1] [location=1380494..1381213] [gbkey=CDS] BLASTORTHO sp_Q2FYN7_DAPH_STAA8 evalue=9.99275e-175","lcl_CP006706.1_prot_AGU55105.1_1221","25 kDa","0.9999984083400477","7","100%","0.100","-0.691","0.000"
"1180","true","Empty","[locus_tag=RSAU_001342] [protein=putative staphylococcal protein] [protein_id=AGU55170.1] [location=complement(1462842..1463414)] [gbkey=CDS] BLASTORTHO tr_Q2FYG4_Q2FYG4_STAA8 evalue=1.76722e-138","lcl_CP006706.1_prot_AGU55170.1_1286","22 kDa","0.9999984083400477","7","100%","0.015","-0.305","0.000"
"1181","true","Empty","[locus_tag=RSAU_000559] [protein=N-acetyltransferase, putative] [protein_id=AGU54404.1] [location=610091..610567] [gbkey=CDS] BLASTORTHO tr_Q2G0G4_Q2G0G4_STAA8 evalue=7.57945e-117","lcl_CP006706.1_prot_AGU54404.1_520","18 kDa","0.9999984083400477","5","100%","0.049","-0.326","0.000"
"1182","true","Empty","[locus_tag=RSAU_000741] [protein=2-phospho-L-lactate transferase-like protein] [protein_id=AGU54579.1] [location=803256..804251] [gbkey=CDS] BLASTORTHO tr_Q2G038_Q2G038_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54579.1_695","36 kDa","0.9999984083400477","5","100%","0.78","-0.164","0.000"
"1183","true","Empty","[locus_tag=RSAU_001970] [protein=hypothetical protein] [protein_id=AGU55736.1] [location=complement(2100679..2101872)] [gbkey=CDS] BLASTORTHO tr_Q2FWC5_Q2FWC5_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55736.1_1852","46 kDa","0.99999840090004","7","100%","0.22","-0.384","0.000"
"1184","true","Empty","[locus_tag=RSAU_000012] [protein=homoserine O-acetyltransferase, putative] [protein_id=AGU53896.1] [location=15682..16650] [gbkey=CDS] BLASTORTHO tr_Q2G2T4_Q2G2T4_STAA8 evalue=0","lcl_CP006706.1_prot_AGU53896.1_12","37 kDa","0.9999983422400192","7","100%","0.13","-1.29","0.000"
"1185","true","Empty","[gene=sodA] [locus_tag=RSAU_000087] [protein=superoxide dismutase, putative] [protein_id=AGU53961.1] [location=96370..96969] [gbkey=CDS] BLASTORTHO sp_Q2G261_SODM2_STAA8 evalue=7.39785e-152","lcl_CP006706.1_prot_AGU53961.1_77","23 kDa","0.9999983422400192","7","100%","0.81","0.0967","0.000"
"1186","true","Empty","[gene=lytR] [locus_tag=RSAU_000208] [protein=two-component response regulator LytR, putative] [protein_id=AGU54080.1] [location=251493..252233] [gbkey=CDS] BLASTORTHO sp_P60611_LYTR_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54080.1_196","28 kDa","0.9999983336799687","7","100%","< 0.0001","-1.22","0.000"
"1187","true","Empty","[locus_tag=RSAU_000089] [protein=GntR family transcriptional regulator protein] [protein_id=AGU53963.1] [location=complement(98254..99009)] [gbkey=CDS] BLASTORTHO tr_Q2G263_Q2G263_STAA8 evalue=0","lcl_CP006706.1_prot_AGU53963.1_79","29 kDa","0.9999983336799687","6","100%","0.93","-0.226","0.000"
"1188","true","Empty","[locus_tag=RSAU_001476] [protein=O-methyltransferase, predicted] [protein_id=AGU55302.1] [location=complement(1593693..1594331)] [gbkey=CDS] BLASTORTHO tr_Q2FXW3_Q2FXW3_STAA8 evalue=1.79897e-158","lcl_CP006706.1_prot_AGU55302.1_1418","25 kDa","0.9999982629100259","6","100%","0.34","-0.311","0.000"
"1189","true","Empty","[gene=rplX] [locus_tag=RSAU_002075] [protein=50S ribosomal protein L24] [protein_id=AGU55832.1] [location=complement(2212607..2212924)] [gbkey=CDS] BLASTORTHO sp_Q2FW17_RL24_STAA8 evalue=2.42737e-72","lcl_CP006706.1_prot_AGU55832.1_1948","12 kDa","0.9999982629100259","5","100%","0.72","-0.0487","0.000"
"1190","true","Empty","[gene=lytM] [locus_tag=RSAU_000222] [protein=peptidoglycan hydrolase, putative] [protein_id=AGU54094.1] [location=265462..266412] [gbkey=CDS] BLASTORTHO sp_O33599_LYTM_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54094.1_210","34 kDa","0.9999982629100259","6","100%","< 0.0001","3.43","0.000"
